"tipo_ciclo","funcionario","socio","score_match","metodo_match","orgao","empresa","cnpj","cargo","funcao","vinculo","lotacao","remuneracao_total","periodo_inicio","periodo_fim","data_contrato","valor_contrato","descricao","qualificacao_socio"
"triangulo","FUNC-A8D9DC","SOC-A8D9DC","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","GERENTE DE SERVICOS TEC.TIPO I GT-1","","CARGO COMISSION.S/VINCULO","MATERNIDADE BALBINA MESTRINHO","3500,00","2023-01","2023-07","07/05/2015","48.172.932,00","Serviços Médicos especializados em Clinica Médica e Clínica Pediátrica a serem prestados nos Serviços de Pronto Atendimento/SPA´s Alvorada, Antônio Aleixo, Coroado, Danilo Corrêa, Dr. José Lins de Albuquerque, Eliameme Mady, Joventina Dias, São Raimundo e Zona Sul, HPS Platão Araújo","Sócio"
"triangulo","FUNC-A8D9DC","SOC-A8D9DC","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","GERENTE DE SERVICOS TEC.TIPO I GT-1","","CARGO COMISSION.S/VINCULO","MATERNIDADE BALBINA MESTRINHO","3500,00","2023-01","2023-07","20/01/2017","396.180,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos de Clínica Médica e Psiquiatria, em regime de plantão ininterrupto a ser executado nas dependências do Centro de Dependência e Reabilitação Química Ismael Abdel Azil","Sócio"
"triangulo","FUNC-A8D9DC","SOC-A8D9DC","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","GERENTE DE SERVICOS TEC.TIPO I GT-1","","CARGO COMISSION.S/VINCULO","MATERNIDADE BALBINA MESTRINHO","3500,00","2023-01","2023-07","01/03/2011","2.004.093,00","Contratação de pessoa jurídica para prestação de Serviços Médicos especializado em Clinica Médica em regime de plantão a serem executados nas dependências da Fundação de Medicina Tropical, SPA Antônio Aleixo, SPA Alvorada, SPA Coroado, SPA Danilo Correa, SPA José Lins, SPA Eliameme Mady, SPA Joventina Dias, SPA São Raimundo, SPA Zona Sul e HPS Platão Araújo","Sócio"
"triangulo","FUNC-A8D9DC","SOC-A8D9DC","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","GERENTE DE SERVICOS TEC.TIPO I GT-1","","CARGO COMISSION.S/VINCULO","MATERNIDADE BALBINA MESTRINHO","3500,00","2023-01","2023-07","14/12/2018","299.520,00","serviços médicos especializados em psiquiatria, a serem prestados nos serviços de CAPS, POLICLÍNICAS, URGÊNCIA E EMERGÊNCIA em saúde mental, integrantes da Rede de Atenção Psicossocial - RAPS do Amazonas","Sócio"
"triangulo","FUNC-A8D9DC","SOC-A8D9DC","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","GERENTE DE SERVICOS TEC.TIPO I GT-1","","CARGO COMISSION.S/VINCULO","MATERNIDADE BALBINA MESTRINHO","3500,00","2023-01","2023-07","01/03/2019","1.781.816,40","Serviços médicos de clínica médica e psiquiatria, em regime de plantões ininterruptos, a serem prestados no Centro de Reabilitação em Dependência Química Ismael Abdel Aziz","Sócio"
"triangulo","FUNC-A8D9DC","SOC-A8D9DC","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","GERENTE DE SERVICOS TEC.TIPO I GT-1","","CARGO COMISSION.S/VINCULO","MATERNIDADE BALBINA MESTRINHO","3500,00","2023-01","2023-07","14/10/2011","584.129,70","PRESTAÇÃO DE SERVIÇOS MÉDICOS ESPECIALIZADOS EM CLINICA MÉDICA EM REGIME DE PLANTÃO A SEREM EXECUTADOS NAS DEPENDÊNCIAS DA FUNDAÇÃO DE MEDICINA TROPICAL, SPA SÃO RAIMUNDO E HPS PLATÃO ARAÚJO","Sócio"
"triangulo","FUNC-A8D9DC","SOC-A8D9DC","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","GERENTE DE SERVICOS TEC.TIPO I GT-1","","CARGO COMISSION.S/VINCULO","MATERNIDADE BALBINA MESTRINHO","3500,00","2023-01","2023-07","01/08/2022","16.852.425,66","Contratação de Pessoa Jurídica Para Prestação de Serviços Médicos Especializados em Clínica Médica e Pediátrica, a fim de atender a demanda de Unidades de Saúde localizadas na Capital e Interior do Estado do Amazonas","Sócio"
"triangulo","FUNC-A8D9DC","SOC-A8D9DC","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","GERENTE DE SERVICOS TEC.TIPO I GT-1","","CARGO COMISSION.S/VINCULO","MATERNIDADE BALBINA MESTRINHO","3500,00","2023-01","2023-07","19/10/2022","2.271.667,68","Prestação de serviços médicos especializados em Psiquiatria, em regime de plantões de 12 (doze) horas e de 06 (seis) horas, com fornecimento de mão em regime de dedicação exclusiva a fim de atender aos pacientes no Município de Manaus, a ser executada pelo período de 12 (doze) meses, nas seguintes unidades de saúde: CAPS Silvério Tundis; Centro Psiquiátrico Eduardo Ribeiro; Hospital Geral Geraldo da Rocha; Policlínica Codajás; Policlínica Zeno Lanzini; Policlínica João dos Santos Braga;","Sócio"
"triangulo","FUNC-A8D9DC","SOC-A8D9DC","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","GERENTE DE SERVICOS TEC.TIPO I GT-1","","CARGO COMISSION.S/VINCULO","MATERNIDADE BALBINA MESTRINHO","3500,00","2023-01","2023-07","04/07/2025","105.266.154,24","Contratação de pessoa Jurídica especializada em serviços médicos generalistas, com áreas de atuação adulto e pediátrico, a fim de atender as necessidades das Unidades de Saúde da Capital do Estado Do Amazonas","Sócio"
"triangulo","FUNC-27F27B","SOC-27F27B","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","DISPOSICIONADOS SEMSA","9961,91","2022-03","2026-02","07/05/2015","48.172.932,00","Serviços Médicos especializados em Clinica Médica e Clínica Pediátrica a serem prestados nos Serviços de Pronto Atendimento/SPA´s Alvorada, Antônio Aleixo, Coroado, Danilo Corrêa, Dr. José Lins de Albuquerque, Eliameme Mady, Joventina Dias, São Raimundo e Zona Sul, HPS Platão Araújo","Sócio"
"triangulo","FUNC-27F27B","SOC-27F27B","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","DISPOSICIONADOS SEMSA","9961,91","2022-03","2026-02","20/01/2017","396.180,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos de Clínica Médica e Psiquiatria, em regime de plantão ininterrupto a ser executado nas dependências do Centro de Dependência e Reabilitação Química Ismael Abdel Azil","Sócio"
"triangulo","FUNC-27F27B","SOC-27F27B","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","DISPOSICIONADOS SEMSA","9961,91","2022-03","2026-02","01/03/2011","2.004.093,00","Contratação de pessoa jurídica para prestação de Serviços Médicos especializado em Clinica Médica em regime de plantão a serem executados nas dependências da Fundação de Medicina Tropical, SPA Antônio Aleixo, SPA Alvorada, SPA Coroado, SPA Danilo Correa, SPA José Lins, SPA Eliameme Mady, SPA Joventina Dias, SPA São Raimundo, SPA Zona Sul e HPS Platão Araújo","Sócio"
"triangulo","FUNC-27F27B","SOC-27F27B","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","DISPOSICIONADOS SEMSA","9961,91","2022-03","2026-02","14/12/2018","299.520,00","serviços médicos especializados em psiquiatria, a serem prestados nos serviços de CAPS, POLICLÍNICAS, URGÊNCIA E EMERGÊNCIA em saúde mental, integrantes da Rede de Atenção Psicossocial - RAPS do Amazonas","Sócio"
"triangulo","FUNC-27F27B","SOC-27F27B","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","DISPOSICIONADOS SEMSA","9961,91","2022-03","2026-02","01/03/2019","1.781.816,40","Serviços médicos de clínica médica e psiquiatria, em regime de plantões ininterruptos, a serem prestados no Centro de Reabilitação em Dependência Química Ismael Abdel Aziz","Sócio"
"triangulo","FUNC-27F27B","SOC-27F27B","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","DISPOSICIONADOS SEMSA","9961,91","2022-03","2026-02","14/10/2011","584.129,70","PRESTAÇÃO DE SERVIÇOS MÉDICOS ESPECIALIZADOS EM CLINICA MÉDICA EM REGIME DE PLANTÃO A SEREM EXECUTADOS NAS DEPENDÊNCIAS DA FUNDAÇÃO DE MEDICINA TROPICAL, SPA SÃO RAIMUNDO E HPS PLATÃO ARAÚJO","Sócio"
"triangulo","FUNC-27F27B","SOC-27F27B","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","DISPOSICIONADOS SEMSA","9961,91","2022-03","2026-02","01/08/2022","16.852.425,66","Contratação de Pessoa Jurídica Para Prestação de Serviços Médicos Especializados em Clínica Médica e Pediátrica, a fim de atender a demanda de Unidades de Saúde localizadas na Capital e Interior do Estado do Amazonas","Sócio"
"triangulo","FUNC-27F27B","SOC-27F27B","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","DISPOSICIONADOS SEMSA","9961,91","2022-03","2026-02","19/10/2022","2.271.667,68","Prestação de serviços médicos especializados em Psiquiatria, em regime de plantões de 12 (doze) horas e de 06 (seis) horas, com fornecimento de mão em regime de dedicação exclusiva a fim de atender aos pacientes no Município de Manaus, a ser executada pelo período de 12 (doze) meses, nas seguintes unidades de saúde: CAPS Silvério Tundis; Centro Psiquiátrico Eduardo Ribeiro; Hospital Geral Geraldo da Rocha; Policlínica Codajás; Policlínica Zeno Lanzini; Policlínica João dos Santos Braga;","Sócio"
"triangulo","FUNC-27F27B","SOC-27F27B","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","DISPOSICIONADOS SEMSA","9961,91","2022-03","2026-02","04/07/2025","105.266.154,24","Contratação de pessoa Jurídica especializada em serviços médicos generalistas, com áreas de atuação adulto e pediátrico, a fim de atender as necessidades das Unidades de Saúde da Capital do Estado Do Amazonas","Sócio"
"triangulo","FUNC-86C243","SOC-86C243","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","MEDICO","ESTATUTARIO","DEPTO.DE REG.CONTR.ASSIS-DERAC","10310,04","2017-05","2026-02","07/05/2015","48.172.932,00","Serviços Médicos especializados em Clinica Médica e Clínica Pediátrica a serem prestados nos Serviços de Pronto Atendimento/SPA´s Alvorada, Antônio Aleixo, Coroado, Danilo Corrêa, Dr. José Lins de Albuquerque, Eliameme Mady, Joventina Dias, São Raimundo e Zona Sul, HPS Platão Araújo","Sócio"
"triangulo","FUNC-86C243","SOC-86C243","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","MEDICO","ESTATUTARIO","DEPTO.DE REG.CONTR.ASSIS-DERAC","10310,04","2017-05","2026-02","20/01/2017","396.180,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos de Clínica Médica e Psiquiatria, em regime de plantão ininterrupto a ser executado nas dependências do Centro de Dependência e Reabilitação Química Ismael Abdel Azil","Sócio"
"triangulo","FUNC-86C243","SOC-86C243","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","MEDICO","ESTATUTARIO","DEPTO.DE REG.CONTR.ASSIS-DERAC","10310,04","2017-05","2026-02","01/03/2011","2.004.093,00","Contratação de pessoa jurídica para prestação de Serviços Médicos especializado em Clinica Médica em regime de plantão a serem executados nas dependências da Fundação de Medicina Tropical, SPA Antônio Aleixo, SPA Alvorada, SPA Coroado, SPA Danilo Correa, SPA José Lins, SPA Eliameme Mady, SPA Joventina Dias, SPA São Raimundo, SPA Zona Sul e HPS Platão Araújo","Sócio"
"triangulo","FUNC-86C243","SOC-86C243","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","MEDICO","ESTATUTARIO","DEPTO.DE REG.CONTR.ASSIS-DERAC","10310,04","2017-05","2026-02","14/12/2018","299.520,00","serviços médicos especializados em psiquiatria, a serem prestados nos serviços de CAPS, POLICLÍNICAS, URGÊNCIA E EMERGÊNCIA em saúde mental, integrantes da Rede de Atenção Psicossocial - RAPS do Amazonas","Sócio"
"triangulo","FUNC-86C243","SOC-86C243","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","MEDICO","ESTATUTARIO","DEPTO.DE REG.CONTR.ASSIS-DERAC","10310,04","2017-05","2026-02","01/03/2019","1.781.816,40","Serviços médicos de clínica médica e psiquiatria, em regime de plantões ininterruptos, a serem prestados no Centro de Reabilitação em Dependência Química Ismael Abdel Aziz","Sócio"
"triangulo","FUNC-86C243","SOC-86C243","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","MEDICO","ESTATUTARIO","DEPTO.DE REG.CONTR.ASSIS-DERAC","10310,04","2017-05","2026-02","14/10/2011","584.129,70","PRESTAÇÃO DE SERVIÇOS MÉDICOS ESPECIALIZADOS EM CLINICA MÉDICA EM REGIME DE PLANTÃO A SEREM EXECUTADOS NAS DEPENDÊNCIAS DA FUNDAÇÃO DE MEDICINA TROPICAL, SPA SÃO RAIMUNDO E HPS PLATÃO ARAÚJO","Sócio"
"triangulo","FUNC-86C243","SOC-86C243","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","MEDICO","ESTATUTARIO","DEPTO.DE REG.CONTR.ASSIS-DERAC","10310,04","2017-05","2026-02","01/08/2022","16.852.425,66","Contratação de Pessoa Jurídica Para Prestação de Serviços Médicos Especializados em Clínica Médica e Pediátrica, a fim de atender a demanda de Unidades de Saúde localizadas na Capital e Interior do Estado do Amazonas","Sócio"
"triangulo","FUNC-86C243","SOC-86C243","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","MEDICO","ESTATUTARIO","DEPTO.DE REG.CONTR.ASSIS-DERAC","10310,04","2017-05","2026-02","19/10/2022","2.271.667,68","Prestação de serviços médicos especializados em Psiquiatria, em regime de plantões de 12 (doze) horas e de 06 (seis) horas, com fornecimento de mão em regime de dedicação exclusiva a fim de atender aos pacientes no Município de Manaus, a ser executada pelo período de 12 (doze) meses, nas seguintes unidades de saúde: CAPS Silvério Tundis; Centro Psiquiátrico Eduardo Ribeiro; Hospital Geral Geraldo da Rocha; Policlínica Codajás; Policlínica Zeno Lanzini; Policlínica João dos Santos Braga;","Sócio"
"triangulo","FUNC-86C243","SOC-86C243","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","MEDICO","ESTATUTARIO","DEPTO.DE REG.CONTR.ASSIS-DERAC","10310,04","2017-05","2026-02","04/07/2025","105.266.154,24","Contratação de pessoa Jurídica especializada em serviços médicos generalistas, com áreas de atuação adulto e pediátrico, a fim de atender as necessidades das Unidades de Saúde da Capital do Estado Do Amazonas","Sócio"
"triangulo","FUNC-9961C8","SOC-9961C8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO CLINICO GERAL TEMPORARIO","","SERVICO TEMPORARIO","U.M.DE ITAPIRANGA","12030,00","2017-05","2026-02","07/05/2015","48.172.932,00","Serviços Médicos especializados em Clinica Médica e Clínica Pediátrica a serem prestados nos Serviços de Pronto Atendimento/SPA´s Alvorada, Antônio Aleixo, Coroado, Danilo Corrêa, Dr. José Lins de Albuquerque, Eliameme Mady, Joventina Dias, São Raimundo e Zona Sul, HPS Platão Araújo","Sócio"
"triangulo","FUNC-9961C8","SOC-9961C8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO CLINICO GERAL TEMPORARIO","","SERVICO TEMPORARIO","U.M.DE ITAPIRANGA","12030,00","2017-05","2026-02","20/01/2017","396.180,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos de Clínica Médica e Psiquiatria, em regime de plantão ininterrupto a ser executado nas dependências do Centro de Dependência e Reabilitação Química Ismael Abdel Azil","Sócio"
"triangulo","FUNC-9961C8","SOC-9961C8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO CLINICO GERAL TEMPORARIO","","SERVICO TEMPORARIO","U.M.DE ITAPIRANGA","12030,00","2017-05","2026-02","01/03/2011","2.004.093,00","Contratação de pessoa jurídica para prestação de Serviços Médicos especializado em Clinica Médica em regime de plantão a serem executados nas dependências da Fundação de Medicina Tropical, SPA Antônio Aleixo, SPA Alvorada, SPA Coroado, SPA Danilo Correa, SPA José Lins, SPA Eliameme Mady, SPA Joventina Dias, SPA São Raimundo, SPA Zona Sul e HPS Platão Araújo","Sócio"
"triangulo","FUNC-9961C8","SOC-9961C8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO CLINICO GERAL TEMPORARIO","","SERVICO TEMPORARIO","U.M.DE ITAPIRANGA","12030,00","2017-05","2026-02","14/12/2018","299.520,00","serviços médicos especializados em psiquiatria, a serem prestados nos serviços de CAPS, POLICLÍNICAS, URGÊNCIA E EMERGÊNCIA em saúde mental, integrantes da Rede de Atenção Psicossocial - RAPS do Amazonas","Sócio"
"triangulo","FUNC-9961C8","SOC-9961C8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO CLINICO GERAL TEMPORARIO","","SERVICO TEMPORARIO","U.M.DE ITAPIRANGA","12030,00","2017-05","2026-02","01/03/2019","1.781.816,40","Serviços médicos de clínica médica e psiquiatria, em regime de plantões ininterruptos, a serem prestados no Centro de Reabilitação em Dependência Química Ismael Abdel Aziz","Sócio"
"triangulo","FUNC-9961C8","SOC-9961C8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO CLINICO GERAL TEMPORARIO","","SERVICO TEMPORARIO","U.M.DE ITAPIRANGA","12030,00","2017-05","2026-02","14/10/2011","584.129,70","PRESTAÇÃO DE SERVIÇOS MÉDICOS ESPECIALIZADOS EM CLINICA MÉDICA EM REGIME DE PLANTÃO A SEREM EXECUTADOS NAS DEPENDÊNCIAS DA FUNDAÇÃO DE MEDICINA TROPICAL, SPA SÃO RAIMUNDO E HPS PLATÃO ARAÚJO","Sócio"
"triangulo","FUNC-9961C8","SOC-9961C8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO CLINICO GERAL TEMPORARIO","","SERVICO TEMPORARIO","U.M.DE ITAPIRANGA","12030,00","2017-05","2026-02","01/08/2022","16.852.425,66","Contratação de Pessoa Jurídica Para Prestação de Serviços Médicos Especializados em Clínica Médica e Pediátrica, a fim de atender a demanda de Unidades de Saúde localizadas na Capital e Interior do Estado do Amazonas","Sócio"
"triangulo","FUNC-9961C8","SOC-9961C8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO CLINICO GERAL TEMPORARIO","","SERVICO TEMPORARIO","U.M.DE ITAPIRANGA","12030,00","2017-05","2026-02","19/10/2022","2.271.667,68","Prestação de serviços médicos especializados em Psiquiatria, em regime de plantões de 12 (doze) horas e de 06 (seis) horas, com fornecimento de mão em regime de dedicação exclusiva a fim de atender aos pacientes no Município de Manaus, a ser executada pelo período de 12 (doze) meses, nas seguintes unidades de saúde: CAPS Silvério Tundis; Centro Psiquiátrico Eduardo Ribeiro; Hospital Geral Geraldo da Rocha; Policlínica Codajás; Policlínica Zeno Lanzini; Policlínica João dos Santos Braga;","Sócio"
"triangulo","FUNC-9961C8","SOC-9961C8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO CLINICO GERAL TEMPORARIO","","SERVICO TEMPORARIO","U.M.DE ITAPIRANGA","12030,00","2017-05","2026-02","04/07/2025","105.266.154,24","Contratação de pessoa Jurídica especializada em serviços médicos generalistas, com áreas de atuação adulto e pediátrico, a fim de atender as necessidades das Unidades de Saúde da Capital do Estado Do Amazonas","Sócio"
"triangulo","FUNC-0BD4D8","SOC-0BD4D8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","UNIDADE MISTO ITACOATIARA EFET","12245,31","2017-05","2026-02","07/05/2015","48.172.932,00","Serviços Médicos especializados em Clinica Médica e Clínica Pediátrica a serem prestados nos Serviços de Pronto Atendimento/SPA´s Alvorada, Antônio Aleixo, Coroado, Danilo Corrêa, Dr. José Lins de Albuquerque, Eliameme Mady, Joventina Dias, São Raimundo e Zona Sul, HPS Platão Araújo","Sócio"
"triangulo","FUNC-0BD4D8","SOC-0BD4D8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","UNIDADE MISTO ITACOATIARA EFET","12245,31","2017-05","2026-02","20/01/2017","396.180,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos de Clínica Médica e Psiquiatria, em regime de plantão ininterrupto a ser executado nas dependências do Centro de Dependência e Reabilitação Química Ismael Abdel Azil","Sócio"
"triangulo","FUNC-0BD4D8","SOC-0BD4D8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","UNIDADE MISTO ITACOATIARA EFET","12245,31","2017-05","2026-02","01/03/2011","2.004.093,00","Contratação de pessoa jurídica para prestação de Serviços Médicos especializado em Clinica Médica em regime de plantão a serem executados nas dependências da Fundação de Medicina Tropical, SPA Antônio Aleixo, SPA Alvorada, SPA Coroado, SPA Danilo Correa, SPA José Lins, SPA Eliameme Mady, SPA Joventina Dias, SPA São Raimundo, SPA Zona Sul e HPS Platão Araújo","Sócio"
"triangulo","FUNC-0BD4D8","SOC-0BD4D8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","UNIDADE MISTO ITACOATIARA EFET","12245,31","2017-05","2026-02","14/12/2018","299.520,00","serviços médicos especializados em psiquiatria, a serem prestados nos serviços de CAPS, POLICLÍNICAS, URGÊNCIA E EMERGÊNCIA em saúde mental, integrantes da Rede de Atenção Psicossocial - RAPS do Amazonas","Sócio"
"triangulo","FUNC-0BD4D8","SOC-0BD4D8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","UNIDADE MISTO ITACOATIARA EFET","12245,31","2017-05","2026-02","01/03/2019","1.781.816,40","Serviços médicos de clínica médica e psiquiatria, em regime de plantões ininterruptos, a serem prestados no Centro de Reabilitação em Dependência Química Ismael Abdel Aziz","Sócio"
"triangulo","FUNC-0BD4D8","SOC-0BD4D8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","UNIDADE MISTO ITACOATIARA EFET","12245,31","2017-05","2026-02","14/10/2011","584.129,70","PRESTAÇÃO DE SERVIÇOS MÉDICOS ESPECIALIZADOS EM CLINICA MÉDICA EM REGIME DE PLANTÃO A SEREM EXECUTADOS NAS DEPENDÊNCIAS DA FUNDAÇÃO DE MEDICINA TROPICAL, SPA SÃO RAIMUNDO E HPS PLATÃO ARAÚJO","Sócio"
"triangulo","FUNC-0BD4D8","SOC-0BD4D8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","UNIDADE MISTO ITACOATIARA EFET","12245,31","2017-05","2026-02","01/08/2022","16.852.425,66","Contratação de Pessoa Jurídica Para Prestação de Serviços Médicos Especializados em Clínica Médica e Pediátrica, a fim de atender a demanda de Unidades de Saúde localizadas na Capital e Interior do Estado do Amazonas","Sócio"
"triangulo","FUNC-0BD4D8","SOC-0BD4D8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","UNIDADE MISTO ITACOATIARA EFET","12245,31","2017-05","2026-02","19/10/2022","2.271.667,68","Prestação de serviços médicos especializados em Psiquiatria, em regime de plantões de 12 (doze) horas e de 06 (seis) horas, com fornecimento de mão em regime de dedicação exclusiva a fim de atender aos pacientes no Município de Manaus, a ser executada pelo período de 12 (doze) meses, nas seguintes unidades de saúde: CAPS Silvério Tundis; Centro Psiquiátrico Eduardo Ribeiro; Hospital Geral Geraldo da Rocha; Policlínica Codajás; Policlínica Zeno Lanzini; Policlínica João dos Santos Braga;","Sócio"
"triangulo","FUNC-0BD4D8","SOC-0BD4D8","100","exato","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","MEDICO GRADUADO","","ESTATUTARIO","UNIDADE MISTO ITACOATIARA EFET","12245,31","2017-05","2026-02","04/07/2025","105.266.154,24","Contratação de pessoa Jurídica especializada em serviços médicos generalistas, com áreas de atuação adulto e pediátrico, a fim de atender as necessidades das Unidades de Saúde da Capital do Estado Do Amazonas","Sócio"
